HALSTEAD_LEVEL,PARAMETER_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,NUM_UNIQUE_OPERATORS,LOC_EXECUTABLE,NODE_COUNT,ESSENTIAL_COMPLEXITY,DESIGN_COMPLEXITY,BRANCH_COUNT,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,MODIFIED_CONDITION_COUNT,DECISION_COUNT,MAINTENANCE_SEVERITY,MULTIPLE_CONDITION_COUNT,CONDITION_COUNT,DESIGN_DENSITY,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,Defective
0.05,1,7,0.24,14,5,34,1,5,13,7,0.23,6,12,0.14,12,24,0.71,0,15,N
0.03,2,13,0.32,17,5,51,12,11,25,10,0.3,12,20,0.92,22,44,0.85,0,23,N
0.06,2,7,0.33,14,3,30,6,6,13,9,0.28,6,10,0.86,11,22,0.86,2,18,N
0.08,3,3,0.33,15,2,11,3,3,5,2,0.27,2,4,1.0,4,8,1.0,0,9,N
0.14,1,2,0.29,8,1,6,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,5,N
0.08,2,5,0.5,16,1,12,5,4,9,3,0.38,4,4,1.0,6,12,0.8,0,14,N
0.15,3,2,0.67,8,1,9,1,2,3,3,0.4,1,2,0.5,2,4,1.0,0,6,N
0.19,1,2,0.25,9,2,8,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.1,3,2,0.22,9,3,12,1,2,3,5,0.15,1,2,0.5,2,4,1.0,0,8,N
0.08,2,4,0.33,16,2,13,4,4,7,4,0.29,3,4,1.0,5,10,1.0,0,12,N
0.15,2,3,0.23,9,4,9,1,3,5,2,0.18,1,2,0.33,2,4,1.0,2,4,N
0.13,2,2,1.0,10,0,6,1,2,3,2,2.0,2,2,0.5,3,6,1.0,0,5,N
0.21,11,2,0.29,9,2,8,1,2,3,4,0.12,1,2,0.5,2,4,1.0,2,16,N
0.02,3,10,0.2,29,6,43,5,6,18,13,0.13,7,10,0.5,12,24,0.6,22,25,N
0.13,2,2,1.0,10,0,6,1,2,3,2,2.0,2,2,0.5,3,6,1.0,0,5,N
0.05,2,5,0.24,15,5,18,5,5,9,7,0.22,4,8,1.0,8,16,1.0,0,12,N
0.05,4,4,0.21,16,4,18,4,4,7,8,0.18,3,6,1.0,6,12,1.0,0,12,N
0.04,6,6,0.27,18,4,23,6,6,11,10,0.23,5,8,1.0,9,18,1.0,0,15,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.04,4,6,0.32,16,3,20,4,6,11,6,0.27,5,10,0.67,10,20,1.0,0,12,N
0.12,2,2,0.25,10,3,8,1,2,3,4,0.18,1,2,0.5,2,4,1.0,1,8,N
0.04,6,6,0.27,18,4,23,6,6,11,10,0.23,5,8,1.0,9,18,1.0,0,15,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.04,8,8,0.32,18,4,27,8,8,15,10,0.27,7,8,1.0,11,22,1.0,0,19,N
0.11,2,3,0.6,10,1,9,3,3,5,3,0.43,2,2,1.0,3,6,1.0,0,5,N
0.11,2,3,0.6,10,1,9,3,3,5,3,0.43,2,2,1.0,3,6,1.0,0,5,N
0.05,2,5,0.24,15,5,18,5,5,9,7,0.22,4,8,1.0,8,16,1.0,0,12,N
0.05,4,4,0.21,16,4,18,4,4,7,8,0.18,3,6,1.0,6,12,1.0,0,12,N
0.04,6,6,0.27,18,4,23,6,6,11,10,0.23,5,8,1.0,9,18,1.0,0,15,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.05,3,5,0.24,16,5,18,5,5,9,7,0.22,4,8,1.0,8,16,1.0,0,13,N
0.05,5,4,0.21,16,4,18,4,4,7,8,0.18,3,6,1.0,6,12,1.0,0,13,N
0.14,1,2,0.4,8,2,6,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.05,2,5,0.24,15,5,18,5,5,9,7,0.22,4,8,1.0,8,16,1.0,0,12,N
0.05,4,4,0.21,16,4,18,4,4,7,8,0.18,3,6,1.0,6,12,1.0,0,12,N
0.04,6,6,0.27,18,4,23,6,6,11,10,0.23,5,8,1.0,9,18,1.0,0,15,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.05,2,5,0.24,15,5,18,5,5,9,7,0.22,4,8,1.0,8,16,1.0,0,12,N
0.05,4,4,0.21,16,4,18,4,4,7,8,0.18,3,6,1.0,6,12,1.0,0,12,N
0.05,2,5,0.24,15,5,18,5,5,9,7,0.22,4,8,1.0,8,16,1.0,0,12,N
0.05,4,4,0.21,16,4,18,4,4,7,8,0.18,3,6,1.0,6,12,1.0,0,12,N
0.04,6,6,0.27,18,4,23,6,6,11,10,0.23,5,8,1.0,9,18,1.0,0,15,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.15,1,2,0.4,9,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,4,N
0.02,4,10,0.26,16,6,28,8,6,19,4,0.16,9,10,0.8,14,28,0.6,17,14,Y
0.03,2,7,0.18,17,7,30,1,5,13,4,0.12,6,12,0.14,12,24,0.71,16,19,N
0.04,0,7,0.18,17,5,28,4,3,13,4,0.14,6,8,0.57,10,20,0.43,9,29,N
0.05,0,5,0.11,11,4,28,1,3,9,4,0.1,4,8,0.2,8,16,0.6,2,34,N
0.06,2,3,0.2,15,4,13,3,3,5,7,0.18,2,4,1.0,4,8,1.0,0,9,N
0.09,3,3,0.14,8,4,14,1,2,5,2,0.12,2,4,0.33,4,8,0.67,2,15,N
0.05,1,5,0.26,11,3,15,1,2,9,1,0.24,4,8,0.2,8,16,0.4,0,10,N
0.08,1,3,0.19,12,2,12,1,3,5,2,0.14,2,4,0.33,4,8,1.0,3,15,N
0.12,2,3,0.33,12,1,10,3,3,5,5,0.25,2,2,1.0,3,6,1.0,0,11,N
0.02,5,8,0.15,16,6,43,1,1,15,5,0.11,7,14,0.13,14,28,0.13,15,32,N
0.09,0,5,0.24,15,4,21,1,5,9,6,0.19,3,6,0.2,6,12,1.0,4,15,N
0.11,2,3,0.38,12,1,12,1,3,5,6,0.19,2,4,0.33,4,8,1.0,6,11,N
0.14,2,2,1.0,8,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,4,N
0.13,2,2,1.0,11,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,5,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,3,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,0,2,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.06,2,2,1.0,9,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.2,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.07,2,3,1.5,9,1,6,1,1,5,0,0.75,3,2,0.33,4,8,0.33,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.13,1,2,1.0,2,4,1.0,4,3,N
0.17,2,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.19,1,2,1.0,8,0,6,1,2,3,1,1.0,1,2,0.5,2,4,1.0,0,3,N
0.04,2,4,0.27,15,3,13,1,3,7,2,0.24,3,6,0.25,6,12,0.75,0,8,N
0.04,2,4,0.27,16,3,14,1,3,7,3,0.24,3,6,0.25,6,12,0.75,0,10,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,2,3,0.6,9,1,9,3,3,5,3,0.43,2,2,1.0,3,6,1.0,0,7,N
0.18,3,3,0.6,9,1,9,3,3,5,3,0.38,2,2,1.0,3,6,1.0,0,8,N
0.11,0,3,0.75,8,1,15,1,3,5,4,0.5,2,4,0.33,4,8,1.0,0,6,N
0.05,1,5,0.26,11,3,15,1,2,9,1,0.24,4,8,0.2,8,16,0.4,0,10,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.21,1,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.21,2,2,0.4,8,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,6,N
0.09,0,2,0.67,8,1,8,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.06,0,8,0.67,9,1,29,1,5,15,3,0.47,7,14,0.13,14,28,0.63,3,7,N
0.02,0,18,0.38,17,6,74,1,18,34,16,0.27,15,30,0.06,30,60,1.0,17,16,N
0.02,0,54,0.17,37,51,213,23,42,104,42,0.15,44,78,0.43,83,166,0.78,43,111,Y
0.02,2,20,0.14,22,17,102,10,16,39,18,0.09,19,36,0.5,37,74,0.8,73,69,N
0.04,2,39,0.18,21,12,213,1,39,77,63,0.13,37,74,0.03,74,148,1.0,72,175,N
0.06,0,6,0.18,16,5,31,6,6,11,9,0.13,5,10,1.0,10,20,1.0,12,20,N
0.17,1,3,0.5,7,2,8,1,2,5,1,0.38,2,4,0.33,4,8,0.67,0,3,N
0.19,3,2,0.4,8,2,6,1,1,3,1,0.29,1,2,0.5,2,4,0.5,0,6,N
0.18,2,3,0.6,9,2,8,1,2,5,2,0.43,2,2,0.33,3,6,0.67,0,9,N
0.3,3,2,0.4,6,2,6,1,1,3,1,0.29,1,2,0.5,2,4,0.5,0,8,N
0.23,1,2,0.25,7,3,8,1,1,3,2,0.2,1,2,0.5,2,4,0.5,0,9,N
0.13,1,3,1.5,9,1,7,3,1,5,0,0.75,2,2,1.0,3,6,0.33,0,4,N
0.29,0,2,0.67,7,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.29,0,2,0.67,7,1,6,1,2,3,2,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,0,2,0.5,7,1,5,1,2,3,1,0.2,1,2,0.5,2,4,1.0,4,3,N
0.33,0,1,0.5,6,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,1,N
0.09,1,8,0.4,17,2,22,5,7,12,9,0.33,3,6,0.63,6,12,0.88,2,15,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.06,1,3,0.6,16,1,14,1,3,5,3,0.43,2,4,0.33,4,8,1.0,0,6,N
0.21,1,2,0.25,7,2,7,1,2,3,3,0.2,1,2,0.5,2,4,1.0,0,6,N
0.25,1,2,0.22,7,2,8,1,2,3,3,0.18,1,2,0.5,2,4,1.0,0,7,N
0.04,1,4,0.27,19,2,18,1,3,7,3,0.22,3,6,0.25,6,12,0.75,1,9,N
0.05,1,6,0.25,17,4,30,1,5,11,8,0.19,5,10,0.17,10,20,0.83,5,15,N
0.09,2,2,0.22,12,3,7,1,1,3,2,0.17,1,2,0.5,2,4,0.5,1,7,N
0.06,3,3,0.27,18,3,13,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,10,N
0.06,3,3,0.27,18,3,14,1,3,5,5,0.2,2,4,0.33,4,8,1.0,1,11,N
0.06,1,3,0.25,17,3,15,1,3,5,4,0.2,2,4,0.33,4,8,1.0,1,9,N
0.27,0,2,1.0,5,0,5,1,1,3,0,1.0,1,2,0.5,2,4,0.5,0,2,N
0.17,2,3,0.6,9,1,9,3,3,5,2,0.38,2,2,1.0,3,6,1.0,0,7,N
0.17,2,3,0.43,9,2,9,3,3,5,2,0.3,2,2,1.0,3,6,1.0,0,7,N
0.03,1,5,0.28,21,2,26,1,4,9,4,0.24,4,8,0.2,8,16,0.8,1,11,N
0.06,4,4,0.33,17,3,18,1,4,7,4,0.25,3,6,0.25,6,12,1.0,1,13,N
0.03,6,7,0.41,20,2,32,1,7,13,4,0.32,6,12,0.14,12,24,1.0,1,16,N
0.06,5,4,0.33,17,3,18,1,4,7,4,0.24,3,6,0.25,6,12,1.0,1,13,N
0.04,1,4,0.31,17,3,23,1,4,7,5,0.25,3,6,0.25,6,12,1.0,1,9,N
0.27,0,2,1.0,5,1,5,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.05,1,4,0.57,15,1,20,1,4,7,4,0.44,3,6,0.25,6,12,1.0,0,9,N
0.07,0,4,0.4,13,2,16,1,4,7,4,0.33,3,6,0.25,6,12,1.0,0,9,N
0.1,1,3,0.75,12,1,10,3,2,5,2,0.5,2,4,1.0,4,8,0.67,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.24,1,2,0.4,7,1,7,1,2,3,2,0.29,1,2,0.5,2,4,1.0,0,5,N
0.04,1,4,0.25,19,2,19,1,3,7,3,0.21,3,6,0.25,6,12,0.75,1,9,N
0.06,1,3,0.43,16,1,14,1,3,5,3,0.33,2,4,0.33,4,8,1.0,0,8,N
0.13,0,2,0.29,9,2,7,1,2,3,2,0.22,1,2,0.5,2,4,1.0,0,6,N
0.04,1,6,0.25,17,4,29,1,5,11,7,0.19,5,10,0.17,10,20,0.83,5,13,N
0.04,2,3,0.27,18,3,12,1,3,5,3,0.21,2,4,0.33,4,8,1.0,1,7,N
0.05,1,3,0.25,17,3,14,1,3,5,3,0.2,2,4,0.33,4,8,1.0,1,7,N
0.05,1,2,0.11,18,2,10,1,2,3,4,0.04,1,2,0.5,2,4,1.0,29,17,N
0.03,6,8,0.18,21,3,29,1,5,15,5,0.11,7,14,0.13,14,28,0.63,22,21,N
0.05,3,2,0.09,13,1,9,1,2,3,1,0.06,1,2,0.5,2,4,1.0,9,14,N
0.05,3,3,0.25,14,3,8,3,2,5,1,0.13,2,2,1.0,3,6,0.67,10,10,N
0.02,0,11,0.17,28,7,38,3,5,18,6,0.14,6,12,0.27,12,24,0.45,13,38,N
0.14,0,2,0.22,9,2,9,1,2,3,2,0.15,1,2,0.5,2,4,1.0,2,13,N
0.02,0,14,0.2,23,9,54,3,3,24,3,0.18,9,18,0.21,18,36,0.21,6,37,N
0.06,2,4,0.17,17,3,21,1,3,7,7,0.13,3,6,0.25,6,12,0.75,6,23,Y
0.17,2,2,0.2,7,2,12,1,2,3,5,0.13,1,2,0.5,2,4,1.0,4,9,N
0.1,0,2,0.18,12,2,10,1,2,3,2,0.14,1,2,0.5,2,4,1.0,1,12,N
0.14,2,2,0.15,7,2,12,1,2,3,5,0.09,1,2,0.5,2,4,1.0,7,9,N
0.06,0,3,0.25,12,2,13,1,1,5,1,0.2,2,4,0.33,4,8,0.33,1,13,N
0.16,4,2,0.5,7,1,6,1,1,3,0,0.2,1,2,0.5,2,4,0.5,1,6,N
0.19,3,2,0.5,6,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,1,5,N
0.01,2,8,0.15,20,5,18,1,5,12,1,0.1,3,6,0.13,6,12,0.63,20,16,N
0.11,3,2,0.29,9,1,6,1,1,3,0,0.18,1,2,0.5,2,4,0.5,0,7,N
0.07,5,4,0.33,13,1,10,4,3,7,2,0.18,3,4,1.0,5,10,0.75,6,13,N
0.02,5,7,0.2,13,1,23,7,1,13,2,0.15,6,6,1.0,9,18,0.14,8,17,N
0.02,4,8,0.24,15,3,23,8,1,15,2,0.19,7,6,1.0,10,20,0.13,5,16,N
0.09,3,3,0.18,14,3,12,1,2,5,2,0.16,2,4,0.33,4,8,0.67,0,16,N
0.01,2,4,0.09,11,3,14,1,1,7,0,0.08,3,6,0.25,6,12,0.25,5,12,N
0.09,3,3,0.18,10,3,8,1,1,5,1,0.14,2,4,0.33,4,8,0.33,0,8,N
0.09,2,2,0.29,10,1,7,1,1,3,1,0.15,1,2,0.5,2,4,0.5,3,7,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.25,1,2,0.5,2,4,0.5,0,2,N
0.03,7,12,0.27,17,6,38,6,1,23,0,0.22,11,18,0.5,20,40,0.08,2,23,N
0.11,3,3,0.3,8,2,11,1,1,5,0,0.18,2,4,0.33,4,8,0.33,2,10,N
0.11,3,3,0.3,8,2,11,1,1,5,0,0.18,2,4,0.33,4,8,0.33,2,10,N
0.05,4,4,0.24,12,3,15,1,2,7,1,0.16,3,6,0.25,6,12,0.5,3,10,N
0.11,2,2,0.4,7,1,6,1,1,3,0,0.22,1,2,0.5,2,4,0.5,0,5,N
0.03,3,2,0.22,9,1,6,1,1,3,0,0.15,1,2,0.5,2,4,0.5,0,10,N
0.09,2,2,0.25,12,1,8,1,1,3,2,0.14,1,2,0.5,2,4,0.5,4,10,N
0.08,2,4,0.5,8,1,14,1,1,7,0,0.33,3,6,0.25,6,12,0.25,2,7,Y
0.06,5,4,0.29,14,1,9,4,3,7,2,0.17,3,4,1.0,5,10,0.75,5,15,N
0.01,5,6,0.29,18,3,20,6,4,11,3,0.14,5,6,1.0,8,16,0.67,19,15,N
0.01,4,11,0.35,19,3,34,11,5,21,3,0.22,10,12,1.0,16,32,0.45,16,15,N
0.04,2,6,0.33,13,4,22,1,3,11,2,0.26,5,10,0.17,10,20,0.5,3,13,N
0.05,4,4,0.31,14,1,15,1,1,7,1,0.21,3,6,0.25,6,12,0.25,1,15,N
0.05,2,3,0.12,13,4,12,1,1,5,3,0.1,2,4,0.33,4,8,0.33,3,18,N
0.17,4,2,0.5,7,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,1,6,N
0.14,2,2,0.29,8,1,6,1,2,3,1,0.18,1,2,0.5,2,4,1.0,2,5,N
0.16,4,2,0.5,7,1,6,1,1,3,0,0.18,1,2,0.5,2,4,0.5,1,6,N
0.19,3,2,0.5,7,1,6,1,1,3,0,0.25,1,2,0.5,2,4,0.5,2,6,N
0.21,2,2,0.5,6,1,6,1,1,3,0,0.29,1,2,0.5,2,4,0.5,1,5,N
0.2,2,2,0.4,5,1,6,1,1,3,0,0.25,1,2,0.5,2,4,0.5,0,2,N
0.19,2,2,0.4,7,1,6,1,2,3,1,0.22,1,2,0.5,2,4,1.0,0,4,N
0.05,2,3,0.25,14,1,17,1,3,5,6,0.15,2,4,0.33,4,8,1.0,6,19,N
0.27,1,2,0.4,6,1,6,1,2,3,1,0.25,1,2,0.5,2,4,1.0,1,4,N
0.01,3,5,0.11,12,4,17,1,1,9,0,0.09,4,8,0.2,8,16,0.2,8,12,N
0.08,4,3,0.38,15,1,10,1,2,5,1,0.17,2,4,0.33,4,8,0.67,8,11,N
0.08,4,3,0.38,15,1,10,1,2,5,1,0.17,2,4,0.33,4,8,0.67,8,11,N
0.08,4,3,0.38,15,1,10,1,2,5,1,0.17,2,4,0.33,4,8,0.67,8,11,N
0.08,4,3,0.38,15,1,10,1,2,5,1,0.19,2,4,0.33,4,8,0.67,6,11,N
0.08,4,3,0.38,15,1,10,1,2,5,1,0.19,2,4,0.33,4,8,0.67,6,11,N
0.12,4,2,0.33,12,1,5,1,2,3,1,0.22,1,2,0.5,2,4,1.0,1,10,N
0.12,4,2,0.33,12,1,5,1,2,3,1,0.22,1,2,0.5,2,4,1.0,1,10,N
0.02,2,33,0.32,31,5,59,4,5,51,2,0.23,24,16,0.12,32,64,0.15,36,41,N
0.04,2,7,0.18,18,6,38,5,7,13,9,0.15,6,10,0.71,11,22,1.0,6,18,N
0.11,1,3,0.75,12,1,6,3,2,5,1,0.3,2,2,1.0,3,6,0.67,4,6,N
0.02,2,54,0.19,32,25,237,33,48,109,49,0.14,53,84,0.61,95,190,0.89,110,170,N
0.14,2,2,0.4,8,1,8,1,1,3,3,0.29,1,2,0.5,2,4,0.5,0,5,N
0.08,2,4,0.2,13,4,13,1,3,6,5,0.17,1,2,0.25,2,4,0.75,1,8,N
0.33,0,2,0.67,6,1,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,5,2,N
0.4,0,2,0.5,5,2,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,4,2,N
0.2,0,2,1.0,6,1,6,1,1,3,0,0.25,1,2,0.5,2,4,0.5,4,3,N
0.5,0,2,0.5,4,1,6,1,2,3,2,0.33,1,2,0.5,2,4,1.0,0,4,N
0.14,0,2,0.5,8,1,9,1,2,3,2,0.33,1,2,0.5,2,4,1.0,0,5,N
0.06,2,3,0.33,17,1,8,1,3,5,2,0.27,2,4,0.33,4,8,1.0,0,10,N
0.06,1,2,0.33,15,1,5,1,2,3,1,0.25,1,2,0.5,2,4,1.0,0,6,N
0.04,1,5,0.29,16,3,15,1,2,9,1,0.24,4,8,0.2,8,16,0.4,2,7,N
0.11,0,3,0.3,11,4,9,1,1,5,1,0.25,1,2,0.33,2,4,0.33,0,3,N
0.25,0,2,1.0,8,0,5,1,2,3,1,2.0,1,2,0.5,2,4,1.0,0,2,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.15,1,2,0.67,8,1,5,1,1,3,0,0.4,2,2,0.5,3,6,0.5,0,3,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.21,0,2,0.5,8,1,6,1,1,3,0,0.33,1,2,0.5,2,4,0.5,0,5,N
0.4,1,2,1.0,5,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,4,N
0.33,0,2,1.0,6,1,6,1,2,3,1,0.5,1,2,0.5,2,4,1.0,0,3,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.23,1,2,1.0,7,1,5,1,1,3,1,0.5,2,2,0.5,3,6,0.5,0,4,N
0.33,0,2,0.67,6,1,5,1,2,3,1,0.22,1,2,0.5,2,4,1.0,4,2,N
0.33,1,2,0.67,6,1,5,1,2,3,1,0.4,1,2,0.5,2,4,1.0,0,3,N
0.17,1,3,0.6,9,1,10,1,2,5,2,0.27,2,4,0.33,4,8,0.67,4,6,N
0.25,0,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,3,N
0.19,2,3,0.3,7,3,9,1,3,5,3,0.25,2,4,0.33,4,8,1.0,0,10,N
0.2,3,3,0.3,7,3,9,1,3,5,3,0.25,2,4,0.33,4,8,1.0,0,11,N
0.08,2,3,0.2,11,3,17,1,3,5,8,0.15,2,4,0.33,4,8,1.0,3,7,N
0.14,2,2,1.0,8,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,4,N
0.13,2,2,1.0,11,0,7,1,1,3,1,2.0,1,2,0.5,2,4,0.5,0,5,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.25,1,2,1.0,2,4,1.0,0,3,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.2,2,2,1.0,5,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.1,3,4,2.0,6,1,10,1,1,7,0,1.0,3,6,0.25,6,12,0.25,0,3,N
0.06,2,2,1.0,9,1,6,1,1,3,0,0.5,1,2,0.5,2,4,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.2,1,2,1.0,2,4,1.0,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.07,2,3,1.5,9,1,6,1,1,5,0,0.75,3,2,0.33,4,8,0.33,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.25,2,1,0.5,8,1,3,1,1,1,1,0.13,1,2,1.0,2,4,1.0,4,3,N
0.17,2,2,1.0,6,1,5,1,1,3,0,0.5,2,2,0.5,3,6,0.5,0,2,N
0.33,2,1,0.5,6,1,2,1,1,1,0,0.25,1,2,1.0,2,4,1.0,0,2,N
0.14,2,2,0.4,8,1,8,1,1,3,3,0.29,1,2,0.5,2,4,0.5,0,5,N
0.08,2,4,0.2,13,4,13,1,3,6,5,0.17,1,2,0.25,2,4,0.75,1,8,N
0.04,2,4,0.27,15,3,13,1,3,7,2,0.24,3,6,0.25,6,12,0.75,0,8,N
0.04,2,4,0.27,16,3,14,1,3,7,3,0.24,3,6,0.25,6,12,0.75,0,10,N
0.33,0,2,0.67,6,1,6,1,2,3,2,0.2,1,2,0.5,2,4,1.0,5,2,N
