DECISION_DENSITY,PERCENT_COMMENTS,MAINTENANCE_SEVERITY,DESIGN_DENSITY,LOC_CODE_AND_COMMENT,NUM_UNIQUE_OPERATORS,HALSTEAD_LEVEL,NUMBER_OF_LINES,LOC_TOTAL,LOC_BLANK,HALSTEAD_DIFFICULTY,CALL_PAIRS,PARAMETER_COUNT,LOC_EXECUTABLE,ESSENTIAL_DENSITY,LOC_COMMENTS,MODIFIED_CONDITION_COUNT,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,DECISION_COUNT,Defective
2,0,0.5,0.5,0,6,0.2,7,5,0,6,0,1,5,0,0,1,4,2,2,N
0,0,1,1,0,8,0.3,4,2,0,4,0,1,2,0,0,0,0,0,0,N
0,33.3,1,1,0,10,0.2,10,4,2,5.7,0,1,4,0,2,0,0,0,0,N
2,0,0.5,0.5,0,6,0.3,7,4,1,3,0,1,4,0,0,1,4,2,2,N
2.6,18.2,0.6,0.5,2,20,0,41,20,8,26,3,1,18,0.6,2,8,26,13,10,N
2,0,0.5,1,0,10,0.1,24,17,5,11.1,3,1,17,0,0,1,4,2,2,N
3,10.5,1,0.7,1,14,0.1,23,18,2,12.4,1,1,17,1,1,2,6,3,2,N
2.5,0,0.8,0.8,0,15,0.1,27,20,5,19.5,3,1,20,0.7,0,3,10,5,4,N
0,0,1,1,0,4,0.5,4,2,0,2,0,1,2,0,0,0,0,0,0,N
2,12.5,0.5,0.5,1,7,0.1,17,8,7,8.8,0,1,7,0,0,1,4,2,2,N
2,27.7,0.1,0.2,5,28,0,60,39,11,44.2,1,1,34,0,8,11,44,22,22,N
0,0,1,1,0,1,0,8,1,5,0,0,1,1,0,0,0,0,0,0,N
3,0,1,0.7,0,13,0.1,19,16,1,10.8,1,1,16,1,0,2,6,3,2,N
0,0,1,1,0,5,0.3,6,4,0,3.8,0,1,4,0,0,0,0,0,0,N
0,14.3,1,1,1,13,0.1,11,7,2,10.6,0,0,6,0,0,0,0,0,0,N
3,0,0.3,0.7,0,11,0.1,20,14,4,10.6,3,0,14,0,0,2,6,3,2,N
2,7.7,0.2,0.2,0,14,0.1,26,12,11,11.7,3,1,12,0,1,4,16,8,8,N
0,0,1,1,0,11,0.1,16,10,4,8.9,2,0,10,0,0,0,0,0,0,N
2,32.1,0.3,1,3,15,0.1,37,22,7,11.6,6,1,19,0,6,3,12,6,6,N
2,0,0.5,1,0,6,0.3,11,9,0,3,2,0,9,0,0,1,4,2,2,N
0,0,1,1,0,10,0.2,6,4,0,5.7,1,0,4,0,0,0,0,0,0,N
3,0,0.5,1,0,9,0.2,6,4,0,5.4,1,0,4,0,0,2,6,3,2,N
3,18.8,0.3,1,0,15,0.1,33,13,15,13.4,4,0,13,0,3,2,6,3,2,N
2,6.3,1,1,0,11,0.1,20,15,2,8.6,3,1,15,1,1,2,8,4,4,N
2.7,8.3,0.8,0.6,0,14,0.1,17,11,3,11.9,4,1,11,0.8,1,5,16,8,6,N
2.7,10,0.8,0.6,0,14,0.1,14,9,2,13,3,1,9,0.8,1,5,16,8,6,N
2.5,20,0.8,0.5,0,20,0,21,12,4,23,1,1,12,0.7,3,3,10,5,4,N
2,22.2,1,1,2,8,0.2,11,9,0,4.8,3,2,7,1,0,3,12,6,6,N
2,0,0.3,0.7,0,14,0.1,16,13,1,8.9,1,1,13,0,0,1,4,2,2,N
2.5,9.1,1,0.5,2,25,0.1,26,22,1,20.5,2,3,20,1,0,3,10,5,4,N
3,0,0.3,1,0,18,0.1,13,8,3,19.3,2,1,8,0,0,2,6,3,2,N
0,0,1,1,0,11,0.1,14,11,1,9.8,2,1,11,0,0,0,0,0,0,N
2.5,0,0.3,0.3,0,18,0,15,9,4,27,1,2,9,0,0,3,10,5,4,N
2,0,0.5,0.5,0,11,0.1,8,6,0,14.3,1,3,6,0,0,1,4,2,2,N
4,6.7,1,0.9,0,14,0.1,18,14,1,16.1,4,0,14,1,1,6,16,8,4,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,0,0.5,0.5,0,8,0.1,8,6,0,8,0,2,6,0,0,1,4,2,2,N
2,0,0.5,0.5,0,9,0.2,7,5,0,5.6,0,3,5,0,0,1,4,2,2,N
0,0,1,1,0,4,0.3,6,4,0,4,0,3,4,0,0,0,0,0,0,N
2,0,0.5,0.5,0,10,0.1,12,10,0,12.5,0,2,10,0,0,1,4,2,2,N
2,0,0.5,0.5,0,12,0.1,13,11,0,20,0,1,11,0,0,1,4,2,2,N
2,0,0.5,0.5,0,7,0.3,5,3,0,3.5,0,3,3,0,0,1,4,2,2,N
0,0,0.5,1,0,13,0.1,20,13,5,13.8,2,2,13,0,0,0,0,0,0,N
0,0,0.5,0.5,0,6,0.3,1,0,0,3,0,0,0,0,0,0,0,0,0,N
0,0,0.5,0.5,0,6,0.3,1,0,0,4,0,0,0,0,0,0,0,0,0,N
0,0,0.5,0.5,0,6,0.3,1,0,0,4,0,0,0,0,0,0,0,0,0,N
0,0,0.5,0.5,0,6,0.3,1,0,0,4,0,0,0,0,0,0,0,0,0,N
0,0,0.5,0.5,0,6,0.3,1,0,0,4,0,0,0,0,0,0,0,0,0,N
0,0,0.5,0.5,0,6,0.3,1,0,0,3,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,13,0.1,11,8,1,16.7,1,1,8,0,0,0,0,0,0,N
0,0,1,0.3,0,17,0,17,15,1,26,1,1,15,1,0,0,0,0,0,N
0,0,1,0.3,0,13,0.1,11,9,1,12.3,0,1,9,1,0,0,0,0,0,N
0,0,0.5,0.5,0,7,0.2,6,5,0,4.2,0,2,5,0,0,0,0,0,0,N
0,0,0.3,1,0,7,0.1,14,12,0,8.2,4,1,12,0,0,0,0,0,0,N
0,0,0.3,0.3,0,18,0,28,25,1,28,0,1,25,0,0,0,0,0,0,N
0,0,0.2,0.4,0,13,0.1,20,18,1,20.1,1,4,18,0,0,0,0,0,0,N
0,0,0.8,0.3,0,13,0.1,25,23,1,22,1,4,23,0.8,0,0,0,0,0,N
0,14.9,0.1,0.3,10,33,0,80,73,4,70.7,3,1,63,0,1,0,0,0,0,N
0,0,1,1,0,9,0.1,11,8,1,10.1,0,2,8,0,0,0,0,0,0,N
0,0,1,1,0,7,0.2,8,7,0,6.1,0,2,7,0,0,0,0,0,0,N
0,0,1,1,0,7,0.1,9,8,0,7,0,3,8,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,18,0,35,25,8,32.8,3,1,25,0,0,0,0,0,0,N
2,31.3,0.3,0.3,1,18,0,24,12,6,29,1,1,11,0,4,2,8,4,4,N
0,0,1,1,0,8,0.1,11,7,2,12,1,0,7,0,0,0,0,0,0,N
2,11.1,0.1,0.5,0,21,0,57,40,10,46.7,4,2,40,0,5,12,48,24,24,N
2.3,7.9,0.2,0.6,1,38,0,123,83,31,55.3,5,1,82,0.2,6,8,28,14,12,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,40,0.2,0.4,3,19,0,26,12,9,25.3,1,1,9,0,3,0,0,0,0,N
0,45.5,1,0.2,0,20,0.1,32,12,8,22.2,0,2,12,1,10,0,0,0,0,N
0,33.3,1,1,0,6,0.3,5,2,0,3,0,1,2,0,1,0,0,0,0,N
0,0,0.5,0.5,0,14,0.1,7,5,0,15,0,1,5,0,0,0,0,0,0,N
0,0,0.3,0.3,0,19,0,16,10,3,24.5,1,0,10,0,0,0,0,0,0,N
0,0,1,1,0,3,0.7,5,2,0,1.5,0,2,2,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,11.1,0.3,0.3,0,11,0.1,15,8,4,8.3,0,2,8,0,1,0,0,0,0,N
0,33.3,1,1,0,6,0.3,5,2,0,3,0,1,2,0,1,0,0,0,0,N
0,25.8,0.2,1,6,24,0.1,80,52,16,18.6,12,0,46,0,10,0,0,0,0,N
0,0,1,1,0,5,0.2,12,10,0,4.6,1,0,10,0,0,0,0,0,0,N
0,41.2,0.1,0.1,7,19,0,23,17,4,31.2,0,3,10,0,0,0,0,0,0,N
0,41.2,0.1,0.1,7,19,0,23,17,4,31.2,0,3,10,0,0,0,0,0,0,N
0,41.2,0.1,0.1,7,19,0,23,17,4,31.2,0,3,10,0,0,0,0,0,0,N
0,31.8,0.4,0.4,14,26,0,153,100,7,80.8,2,1,86,0.3,26,0,0,0,0,N
0,13.6,0.2,0.3,2,26,0,59,40,13,32.8,2,1,38,0,4,0,0,0,0,N
0,25,0.3,0.5,6,36,0,64,45,10,60,4,1,39,0.2,7,0,0,0,0,N
0,24.3,0.1,0.6,16,27,0,129,100,16,104.3,4,2,84,0,11,0,0,0,0,N
0,0,0.5,1,0,13,0.1,12,9,1,15,1,1,9,0,0,0,0,0,0,N
0,0,0.5,0.5,0,12,0.1,11,9,1,16,0,2,9,0,0,0,0,0,0,N
0,33.3,1,1,1,4,0.5,6,3,0,2,1,0,2,0,0,0,0,0,0,N
0,66.7,1,1,6,5,0.4,63,10,20,2.8,4,1,4,0,2,0,0,0,0,N
0,66.7,1,1,6,5,0.4,63,10,20,2.8,4,1,4,0,2,0,0,0,0,N
0,93,1,1,4,4,0.5,624,7,75,2,3,2,3,0,36,0,0,0,0,N
0,93,1,1,4,4,0.5,627,7,75,2,3,2,3,0,36,0,0,0,0,N
0,55.6,0.3,0.3,0,7,0.2,24,8,4,6.6,0,0,8,0,10,0,0,0,0,N
0,0,0.6,0.5,0,14,0.1,15,13,1,20.5,3,3,13,0.6,0,0,0,0,0,N
0,26.5,0.3,0.5,2,11,0.1,42,27,6,20,2,0,25,0,7,0,0,0,0,N
0,8.7,0.1,0.4,2,25,0,52,44,4,26.9,8,0,42,0,2,0,0,0,0,N
0,11.1,0.7,0.7,0,14,0.1,32,24,4,18.8,4,2,24,0.6,3,0,0,0,0,N
2,0,0.2,0.8,0,12,0.1,39,18,15,17.5,4,0,18,0,0,5,20,10,10,N
2,5,0.9,0.9,0,15,0.1,42,19,16,19.3,4,0,19,0.8,1,6,24,12,12,N
0,12.5,0.5,1,0,10,0.2,11,7,2,5.6,1,3,7,0,1,0,0,0,0,N
2,0,0.5,1,0,12,0.1,15,12,1,7.3,2,1,12,0,0,1,4,2,2,N
2,0,0.5,1,0,9,0.2,16,9,4,6.4,2,1,9,0,0,1,4,2,2,N
2,23.1,0.3,1,0,7,0.3,17,10,2,3.5,3,0,10,0,3,2,8,4,4,N
0,0,1,1,0,5,0.4,5,3,0,2.5,0,0,3,0,0,0,0,0,0,N
2,0,0.3,0.7,0,15,0.1,19,16,0,15.7,1,2,16,0,0,2,8,4,4,N
2,0,0.1,0.9,0,26,0,65,46,17,41,3,0,46,0,0,12,48,24,24,N
2,33.3,0.1,0.5,7,17,0.1,104,59,24,20.8,5,0,52,0,19,10,40,20,20,N
2,35.9,0.1,0.5,7,17,0.1,89,48,23,19,5,0,41,0,16,9,36,18,18,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,0,0.5,1,0,9,0.2,12,10,0,6.4,1,1,10,0,0,1,4,2,2,N
2,0,0.5,1,0,12,0.1,10,7,1,7.5,1,1,7,0,0,1,4,2,2,N
2,0,0.5,1,0,14,0.1,11,8,1,10.2,2,1,8,0,0,1,4,2,2,N
2,0,0.5,1,0,7,0.2,9,5,2,5.3,1,0,5,0,0,1,4,2,2,N
2,0,0.5,0.5,0,7,0.2,8,5,1,5,0,0,5,0,0,1,4,2,2,N
2,0,0.5,1,0,14,0.1,11,8,1,10.2,2,1,8,0,0,1,4,2,2,N
2,14.6,0.3,0.7,2,16,0.1,53,37,10,18.7,10,1,35,0,4,2,8,4,4,N
2,0,0.3,0.7,0,9,0.1,15,12,1,10.8,1,0,12,0,0,2,8,4,4,N
0,41.7,1,1,0,9,0.1,15,7,1,9.8,1,0,7,0,5,0,0,0,0,N
2.2,7.1,0.4,0.8,3,37,0,177,148,19,47.3,11,0,145,0.4,8,14,52,26,24,N
0,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,N
0,20,1,1,0,8,0.2,7,4,0,6.4,2,0,4,0,1,0,0,0,0,N
2,20,0.3,0.5,1,15,0.1,20,13,3,18.8,2,0,12,0,2,3,12,6,6,N
0,83.3,1,1,0,1,0,8,1,0,0,0,0,1,0,5,0,0,0,0,N
0,0,1,1,0,3,0.5,5,3,0,2,1,0,3,0,0,0,0,0,0,N
0,50,1,1,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,0,N
0,66.7,1,1,1,7,0.3,5,2,0,3.5,1,0,1,0,1,0,0,0,0,N
2,0,0.5,1,0,12,0.1,8,6,0,7.6,1,1,6,0,0,1,4,2,2,N
2,0,0.5,0.5,0,8,0.1,8,5,1,8,0,1,5,0,0,1,4,2,2,N
2,7.7,0.5,0.5,0,15,0,18,12,3,22.5,1,0,12,0,1,1,4,2,2,N
2.7,32.7,0.8,0.6,1,21,0,71,38,13,30.4,4,3,37,0.8,17,10,32,16,12,N
2,0,0.5,0.5,0,8,0.3,6,4,0,4,0,3,4,0,0,1,4,2,2,N
2,56.3,0.5,0.5,0,11,0.1,18,7,0,11,1,3,7,0,9,1,4,2,2,N
0,0,1,1,0,4,0.5,4,2,0,2,0,1,2,0,0,0,0,0,0,N
0,0,1,1,0,6,0.3,7,4,1,4,1,1,4,0,0,0,0,0,0,N
2.5,0,0.3,0.5,0,15,0.1,30,19,9,19.5,1,1,19,0,0,3,10,5,4,N
2.3,18.8,0.7,0.3,3,16,0.1,18,16,0,12,1,2,13,0.7,0,4,14,7,6,N
0,0,1,1,0,6,0.3,5,3,0,4,1,1,3,0,0,0,0,0,0,N
0,0,1,1,0,9,0.2,7,5,0,6.3,1,1,5,0,0,0,0,0,0,N
2,0,0.5,1,0,7,0.2,7,5,0,4.7,2,1,5,0,0,1,4,2,2,N
3.2,11.9,0.6,0.4,4,22,0,47,41,3,44,2,1,37,0.6,1,11,32,16,10,N
0,0,1,1,0,8,0.2,6,4,0,6.7,0,1,4,0,0,0,0,0,0,N
2,61.5,0.5,0.5,4,11,0,15,9,0,31.2,1,1,5,0,4,1,4,2,2,N
2.5,16.1,0.2,0.8,1,21,0,39,27,6,27.8,3,1,26,0,4,3,10,5,4,N
2,11.8,0.5,0.7,4,24,0,37,34,1,33,3,1,30,0.4,0,2,8,4,4,N
2,66.7,0.5,0.5,5,13,0.1,25,12,2,14.9,2,1,7,0,9,1,4,2,2,N
2,0,0.3,0.5,0,11,0.1,15,11,2,16.5,1,1,11,0,0,3,12,6,6,N
2,0,0.5,1,0,8,0.1,7,4,1,8,1,1,4,0,0,1,4,2,2,N
2,33.3,0.3,0.5,1,12,0.1,22,11,5,15,2,1,10,0,4,3,12,6,6,N
2.5,10,0.5,0.8,4,36,0,99,85,7,53.6,11,1,81,0.5,5,9,30,15,12,N
2.3,16.7,0.8,0.2,1,16,0,17,11,2,28.8,0,3,10,0.8,1,5,18,9,8,N
0,35.3,1,1,1,17,0.1,21,12,1,14.6,1,2,11,0,5,0,0,0,0,N
2,0,0.5,0.5,0,19,0,16,12,1,25.7,1,2,12,0,0,1,4,2,2,N
3,4.6,1,0.7,1,22,0,25,22,0,30.6,3,2,21,1,0,2,6,3,2,N
2,48.8,0.5,0.5,1,18,0,45,22,1,24.8,1,2,21,0,19,1,4,2,2,N
2,0,0.5,0.5,0,18,0,17,13,1,23,1,2,13,0,0,1,4,2,2,N
2.5,22.2,0.8,0.3,2,17,0.1,12,9,1,13.8,0,1,7,0.7,0,3,10,5,4,N
2,34.4,0.3,1,1,14,0.1,42,22,7,17.1,4,0,21,0,10,2,8,4,4,N
0,33.3,1,1,1,4,0.5,6,3,1,2,0,1,2,0,0,0,0,0,0,N
0,0,1,1,0,7,0.1,4,2,0,7,1,1,2,0,0,0,0,0,0,N
2,32.6,0.3,0.7,2,23,0,111,64,17,36.8,4,0,62,0,28,2,8,4,4,N
0,0,1,1,0,7,0.1,8,5,1,7,1,0,5,0,0,0,0,0,0,N
2,0,0.5,0.5,0,9,0,6,4,0,22.5,0,1,4,0,0,1,4,2,2,N
2,29.6,0.3,0.3,0,18,0.1,33,19,4,18,1,0,19,0,8,2,8,4,4,N
2,36.4,1,1,0,8,0.2,14,7,1,6.4,0,0,7,0,4,1,4,2,2,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,53.2,0.2,0.3,0,20,0,132,51,21,22.8,3,1,51,0,58,5,20,10,10,N
2,35,0.2,0.2,0,20,0,58,26,16,22.8,4,0,26,0,14,5,20,10,10,N
2.5,14.3,0.8,0.3,1,11,0.1,17,13,1,11.9,0,1,12,0.7,1,3,10,5,4,N
2.1,22.6,0.3,0.7,3,31,0,143,92,26,67.4,10,2,89,0.2,23,15,58,29,28,N
2,0,0.3,0.3,0,11,0.1,20,17,1,20.6,0,1,17,0,0,3,12,6,6,N
2,4.2,0.2,0.3,1,20,0,39,24,13,29.2,2,2,23,0,0,5,20,10,10,N
2,0,0.3,1,0,13,0.1,17,9,6,11.5,2,1,9,0,0,2,8,4,4,N
0,0,1,1,0,11,0,21,16,3,22.8,1,0,16,0,0,0,0,0,0,N
2,25,0.1,0.1,1,6,0.1,14,10,0,17,0,0,9,0,2,6,24,12,12,N
2.1,25,0.1,0.4,3,19,0,79,51,13,27.8,2,0,48,0,13,9,34,17,16,N
2,82.4,0.3,1,1,10,0.1,60,10,7,7.4,4,0,9,0,41,2,8,4,4,N
0,0,1,1,0,10,0.1,11,8,1,11,0,2,8,0,0,0,0,0,0,N
2,39.1,0.2,0.8,0,13,0.1,53,28,5,11.6,7,0,28,0,18,5,20,10,10,N
2,17.4,0.3,0.3,3,15,0,30,22,5,23.3,0,1,19,0,1,2,8,4,4,N
2,0,0.5,0.5,0,6,0.2,4,2,0,6,0,2,2,0,0,1,4,2,2,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,16,12,2,14.2,2,0,12,0,0,0,0,0,0,N
0,0,1,1,0,10,0.2,8,5,1,6,1,0,5,0,0,0,0,0,0,N
0,0,0.5,1,0,11,0.1,10,7,1,8.3,1,0,7,0,0,0,0,0,0,N
0,0,1,1,0,9,0.2,6,4,0,5.6,1,0,4,0,0,0,0,0,0,N
0,0,1,1,0,10,0.2,13,10,1,5.8,1,0,10,0,0,0,0,0,0,N
0,0,0.3,0.8,0,10,0.1,13,10,1,10.8,2,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,15,12,1,14.2,2,0,12,0,0,0,0,0,0,N
0,0,0.5,0.5,0,12,0.2,9,7,0,6.9,1,0,7,0,0,0,0,0,0,N
0,0,0.5,0.5,0,8,0.3,9,7,0,4,1,0,7,0,0,0,0,0,0,N
0,0,0.5,0.5,0,9,0.2,9,7,0,4.5,1,0,7,0,0,0,0,0,0,N
0,0,0.9,0.5,0,19,0.1,38,36,0,19,6,0,36,0.9,0,0,0,0,0,N
0,0,0.5,0.5,0,9,0.2,9,6,1,4.5,1,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,13,0.1,12,10,0,9.8,2,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,15,12,1,14.2,2,0,12,0,0,0,0,0,0,N
0,0,0.3,0.8,0,10,0.1,13,10,1,10.8,2,0,10,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,11,8,1,7.5,2,0,8,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,11,8,1,9,1,0,8,0,0,0,0,0,0,N
2,0,0.5,0.5,0,9,0.2,11,4,1,4.5,1,0,4,0,0,1,4,2,2,N
2,0,0.5,0.5,0,9,0.2,11,4,1,4.5,1,0,4,0,0,1,4,2,2,N
0,0,0.3,1,0,14,0.1,19,11,2,12.8,2,0,11,0,0,0,0,0,0,N
2,0,0.1,0.7,0,21,0,60,30,15,36.8,3,0,30,0,0,5,20,10,10,N
2,0,0.3,0.5,0,15,0.1,21,12,3,15.9,2,0,12,0,0,3,12,6,6,N
0,0,0.3,0.8,0,11,0.1,15,8,1,14.3,1,0,8,0,0,0,0,0,0,N
0,25.8,0.1,0.6,4,17,0,45,27,8,23.5,5,0,23,0,4,0,0,0,0,N
0,0,0.2,0.8,0,11,0,19,12,1,23.1,1,0,12,0,0,0,0,0,0,N
0,0,0.5,0.5,0,8,0.3,11,4,1,4,1,0,4,0,0,0,0,0,0,N
0,26.7,1,1,4,15,0.1,22,15,1,16.7,2,0,11,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,17,10,1,11.7,4,0,10,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,17,11,0,11.9,2,0,11,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,19,12,1,17.5,2,0,12,0,0,0,0,0,0,N
0,0,0.3,0.7,0,11,0.1,13,6,1,8.3,2,0,6,0,0,0,0,0,0,N
0,0,0.5,0.5,0,9,0.2,11,4,1,4.5,1,0,4,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,15,8,1,14.3,1,0,8,0,0,0,0,0,0,N
0,0,0.3,0.7,0,11,0.1,13,6,1,8.3,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,11,0.1,14,7,1,8.6,2,0,7,0,0,0,0,0,0,N
0,0,0.3,0.8,0,10,0.1,15,8,1,9.3,3,0,8,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,15,8,1,11.9,2,0,8,0,0,0,0,0,0,N
0,20,0.1,0.7,3,18,0,50,31,9,29.3,4,0,28,0,4,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,15,8,1,10.2,3,0,8,0,0,0,0,0,0,N
0,3.5,0.1,0.9,1,12,0.1,39,29,4,21.6,7,0,28,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,17,10,1,12.1,3,0,10,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,12,0.1,16,9,1,10.2,3,0,9,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,16,8,2,10.2,3,0,8,0,0,0,0,0,0,N
0,0,0.1,0.9,0,13,0.1,25,18,1,17,6,0,18,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,16,8,2,10.2,3,0,8,0,0,0,0,0,0,N
0,10,1,0.7,2,13,0.1,28,20,2,20.2,4,0,18,1,0,0,0,0,0,N
0,0,0.1,0.9,0,11,0,32,24,2,41.3,2,0,24,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,18,10,2,13.4,3,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,19,10,3,13.4,3,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,22,13,3,14.1,4,0,13,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,19,12,1,14.4,4,0,12,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,15,8,1,10.2,3,0,8,0,0,0,0,0,0,N
0,0,0.1,0.9,0,13,0.1,27,20,1,20.6,5,0,20,0,0,0,0,0,0,N
0,0,0.3,0.8,0,13,0.1,17,10,1,13,3,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,19,12,1,14.4,4,0,12,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,19,10,3,11.7,4,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,19,10,3,11.7,4,0,10,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,13,0.1,19,12,1,11.6,2,0,12,0,0,0,0,0,0,N
0,0,0.3,0.8,0,13,0.1,18,11,1,11.7,3,0,11,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,14,6,2,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,14,6,2,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,15,8,1,10.2,3,0,8,0,0,0,0,0,0,N
0,3.5,0.8,0.9,0,13,0,40,28,5,30.3,5,0,28,0.8,1,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,17,10,1,13.4,3,0,10,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.5,0.5,0,10,0.2,11,4,1,5,1,0,4,0,0,0,0,0,0,N
0,0,0.1,0.9,0,12,0,28,21,1,22.8,5,0,21,0,0,0,0,0,0,N
0,0,0.3,0.7,0,11,0.1,13,6,1,8.3,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.7,0,11,0.1,13,6,1,8.3,2,0,6,0,0,0,0,0,0,N
0,30.4,0.8,0.8,7,15,0.1,36,23,7,21.4,6,0,16,0.8,0,0,0,0,0,N
0,0,0.2,0.8,0,11,0.1,17,10,1,15.6,2,0,10,0,0,0,0,0,0,N
0,0,0.3,0.7,0,12,0.1,15,7,2,8.3,2,0,7,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,18,10,2,14.2,2,0,10,0,0,0,0,0,0,N
0,0,0.1,0.9,0,12,0,54,48,0,34.4,5,0,48,0,0,0,0,0,0,N
0,0,0.3,0.8,0,10,0.1,15,8,1,13,1,0,8,0,0,0,0,0,0,N
0,0,0.3,0.7,0,12,0.1,14,7,1,8.6,2,0,7,0,0,0,0,0,0,N
0,32.6,1,0.7,3,18,0,61,32,12,27.7,2,0,29,1,11,0,0,0,0,N
0,16.7,0.1,0.9,0,11,0.1,31,20,1,20.4,6,0,20,0,4,0,0,0,0,N
0,0,0.3,0.7,0,10,0.1,13,6,1,7.5,2,0,6,0,0,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,15,8,1,11.9,2,0,8,0,0,0,0,0,0,N
0,0,0.1,0.9,0,12,0.1,22,15,1,19.5,3,0,15,0,0,0,0,0,0,N
0,1.5,1,0.5,0,26,0,76,67,2,34.3,11,0,67,1,1,0,0,0,0,N
0,0,0.1,0.9,0,12,0,28,21,1,26,3,0,21,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,17,10,1,14.2,2,0,10,0,0,0,0,0,0,N
0,0,0.2,0.8,0,10,0.1,17,10,1,17,1,0,10,0,0,0,0,0,0,N
0,0,0.3,0.7,0,11,0.1,15,7,2,9.4,2,0,7,0,0,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,6.1,1,1,0,9,0.1,153,107,37,10.4,10,0,107,0,7,0,0,0,0,N
0,0,1,1,0,8,0.1,9,7,0,17.3,1,2,7,0,0,0,0,0,0,N
2,0,0.5,0.5,0,7,0,22,19,1,45.5,0,3,19,0,0,1,4,2,2,N
