CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,EDGE_COUNT,MAINTENANCE_SEVERITY,HALSTEAD_EFFORT,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,PARAMETER_COUNT,HALSTEAD_CONTENT,NODE_COUNT,NUM_UNIQUE_OPERATORS,HALSTEAD_VOLUME,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,NUM_OPERATORS,HALSTEAD_DIFFICULTY,CYCLOMATIC_DENSITY,Defective
1,1,2,1.0,544.7,0.16,30.26,0,13.3,3,8,85.11,1,0.09,8,5,7,15,6.4,0.14,N
3,1,11,0.33,8106.33,0.06,450.35,0,25.02,10,8,450.35,0,0.08,45,10,22,63,18.0,0.14,N
15,15,55,0.07,81451.08,0.02,4525.06,0,47.97,42,23,1976.57,4,0.13,129,36,89,207,41.21,0.17,N
6,4,23,0.83,7772.08,0.07,431.78,0,34.06,19,14,514.53,2,0.13,41,19,32,61,15.11,0.19,N
7,2,28,0.43,33933.25,0.02,1885.18,0,18.96,23,20,802.06,2,0.15,55,13,25,104,42.31,0.26,N
4,1,12,0.75,1740.0,0.07,96.67,0,7.73,10,12,116.0,0,0.4,10,4,7,19,15.0,0.57,N
7,6,31,0.43,25188.32,0.03,1399.35,0,25.63,26,22,803.46,7,0.08,57,20,32,92,31.35,0.21,N
3,1,13,0.33,6769.26,0.05,376.07,0,16.55,12,14,334.74,1,0.19,26,9,12,48,20.22,0.25,N
7,3,22,0.14,11602.5,0.05,644.58,0,29.5,17,17,585.0,2,0.21,35,15,13,82,19.83,0.47,N
2,1,8,0.5,2012.48,0.1,111.8,0,22.09,8,10,210.83,2,0.09,21,11,13,27,9.55,0.15,N
1,1,21,1.0,18571.43,0.04,1031.75,0,29.47,19,18,739.74,4,0.01,53,19,28,89,25.11,0.03,N
1,1,1,1.0,12.0,0.67,0.67,0,5.33,2,3,8.0,0,0.25,1,1,2,3,1.5,0.5,N
1,1,1,1.0,175.66,0.29,9.76,0,14.34,2,7,50.19,0,0.04,5,5,3,9,3.5,0.33,N
6,3,27,0.17,12878.64,0.05,715.48,0,29.42,23,15,615.58,3,0.13,53,19,25,68,20.92,0.21,N
3,3,13,0.33,11656.27,0.05,647.57,0,27.93,12,13,570.59,2,0.13,44,14,18,76,20.43,0.17,N
1,1,1,1.0,95.1,0.33,5.28,0,10.57,2,6,31.7,0,0.25,3,3,2,7,3.0,0.5,N
2,1,6,0.5,2905.92,0.05,161.44,0,8.34,6,8,155.67,0,0.11,14,3,10,31,18.67,0.18,N
1,1,1,1.0,99.85,0.29,5.55,0,8.15,2,7,28.53,0,0.2,2,2,2,7,3.5,0.5,N
1,1,4,1.0,1459.45,0.13,81.08,0,24.44,5,10,188.87,3,0.03,17,11,11,26,7.73,0.09,N
1,1,4,1.0,799.56,0.2,44.42,0,31.98,5,8,159.91,3,0.03,15,12,10,22,5.0,0.1,N
13,8,61,0.54,88285.54,0.03,4904.75,0,57.88,50,19,2260.51,8,0.11,148,36,76,243,39.06,0.16,N
5,3,17,0.6,10423.15,0.04,579.06,0,15.62,14,15,403.48,3,0.16,31,9,16,57,25.83,0.28,N
1,1,5,1.0,3359.53,0.08,186.64,0,24.05,6,13,284.27,3,0.05,20,11,9,42,11.82,0.11,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
4,2,13,0.75,5381.83,0.06,298.99,0,20.28,11,17,330.34,2,0.21,23,12,10,45,16.29,0.4,N
1,1,3,1.0,742.43,0.13,41.25,0,13.2,4,10,98.99,1,0.2,6,4,2,20,7.5,0.5,N
1,1,3,1.0,820.45,0.14,45.58,0,16.74,4,10,117.21,1,0.2,7,5,2,23,7.0,0.5,N
1,1,3,1.0,929.22,0.14,51.62,0,17.28,4,11,126.71,1,0.04,8,6,4,23,7.33,0.25,N
1,1,1,1.0,709.31,0.12,39.41,0,10.81,2,9,87.57,0,0.14,9,5,4,14,8.1,0.25,N
9,9,35,0.11,23328.87,0.04,1296.05,0,46.54,28,26,1041.98,13,0.1,62,36,52,113,22.39,0.17,N
1,1,2,1.0,12.0,0.67,0.67,0,5.33,3,3,8.0,1,0.13,1,1,2,3,1.5,0.5,N
1,1,2,1.0,12.0,0.67,0.67,0,5.33,3,3,8.0,1,0.14,1,1,2,3,1.5,0.5,N
1,1,2,1.0,99.85,0.29,5.55,0,8.15,3,7,28.53,1,0.13,2,2,3,7,3.5,0.33,N
3,1,12,0.33,2007.31,0.1,111.52,0,18.95,11,13,195.04,2,0.15,19,12,12,23,10.29,0.23,N
1,1,2,1.0,656.91,0.16,36.5,2,15.9,3,10,102.19,1,0.08,9,7,10,16,6.43,0.1,N
1,1,2,1.0,426.42,0.19,23.69,3,14.99,3,8,79.95,1,0.08,8,6,10,13,5.33,0.1,N
54,24,219,0.46,358147.97,0.01,19897.11,3,46.04,167,31,4060.52,7,0.7,239,42,75,417,88.2,0.72,N
37,18,143,0.49,193867.69,0.01,10770.43,3,42.08,108,30,2856.25,6,0.54,181,40,67,285,67.88,0.55,N
4,3,16,0.75,13585.43,0.05,754.75,2,30.02,14,18,638.63,4,0.05,52,22,21,68,21.27,0.14,N
3,3,11,0.33,4112.71,0.08,228.48,0,24.34,10,12,316.36,1,0.05,26,12,17,43,13.0,0.14,N
5,3,22,0.2,8078.25,0.06,448.79,0,29.78,19,14,490.47,3,0.06,40,17,22,59,16.47,0.17,N
6,4,23,0.67,18214.54,0.04,1011.92,1,31.74,19,19,760.32,3,0.06,58,23,26,83,23.96,0.17,N
2,1,5,0.5,668.57,0.16,37.14,0,16.18,5,9,104.0,0,0.09,10,7,5,16,6.43,0.4,N
7,5,30,0.14,6740.64,0.07,374.48,0,32.65,25,14,469.13,4,0.1,39,19,18,54,14.37,0.27,N
6,5,24,0.17,7439.0,0.06,413.28,1,30.74,20,16,478.22,2,0.08,35,18,23,59,15.56,0.19,N
3,1,11,0.33,1183.09,0.15,65.73,0,27.67,10,10,180.94,2,0.08,17,13,11,23,6.54,0.27,N
11,6,42,0.82,55896.59,0.03,3105.37,0,53.33,33,21,1726.54,6,0.06,111,36,52,185,32.38,0.16,N
8,4,27,0.13,25740.38,0.04,1430.02,0,40.58,21,20,1022.04,5,0.06,68,27,32,116,25.19,0.2,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
5,3,17,0.2,16460.25,0.03,914.46,1,15.77,14,20,509.48,2,0.08,42,13,18,59,32.31,0.22,N
2,1,8,0.5,4627.48,0.06,257.07,1,16.9,8,13,279.68,1,0.06,28,11,8,33,16.55,0.2,N
3,2,9,1.0,9310.08,0.04,517.23,4,16.35,8,15,390.14,1,0.06,35,11,12,48,23.86,0.21,N
17,4,66,0.82,88914.45,0.02,4939.69,1,39.18,51,24,1866.52,6,0.08,131,33,58,189,47.64,0.21,N
5,4,24,0.2,23660.0,0.04,1314.44,1,30.18,21,14,845.0,3,0.06,72,18,30,97,28.0,0.14,N
15,2,50,0.8,66759.69,0.01,3708.87,1,14.74,37,25,991.86,1,0.13,70,13,39,119,67.31,0.3,N
18,4,78,0.56,138851.46,0.02,7713.97,1,40.65,62,25,2375.72,5,0.08,173,37,79,226,58.45,0.17,N
5,3,20,0.6,8633.09,0.05,479.62,1,18.04,17,15,394.66,3,0.08,35,12,16,48,21.88,0.24,N
1,1,2,1.0,2603.2,0.11,144.62,2,30.05,3,11,279.68,1,0.03,22,13,10,39,9.31,0.09,N
18,5,67,0.83,88507.21,0.02,4917.07,1,40.85,51,24,1901.52,5,0.08,128,33,65,198,46.55,0.2,N
19,5,80,0.58,141635.44,0.02,7868.64,1,41.46,63,25,2423.36,4,0.08,173,37,86,234,58.45,0.17,N
5,2,19,0.6,5824.66,0.06,323.59,1,19.73,16,14,339.0,2,0.07,27,11,16,46,17.18,0.24,N
8,5,24,0.75,16082.33,0.04,893.46,1,19.8,18,18,564.29,4,0.13,38,12,20,77,28.5,0.32,N
4,4,10,0.25,3916.29,0.08,217.57,1,24.09,8,17,307.16,4,0.08,21,14,16,41,12.75,0.22,N
13,13,28,0.08,12765.08,0.06,709.17,1,42.11,17,25,733.17,12,0.16,39,28,43,89,17.41,0.3,N
94,1,330,0.01,64670.9,0.08,3592.83,0,382.67,238,13,4974.68,1,2.29,22,11,10,1063,13.0,8.55,N
3,2,8,1.0,1692.31,0.1,94.02,1,16.55,7,14,167.37,1,0.1,13,9,8,24,10.11,0.3,N
3,2,8,1.0,1692.31,0.1,94.02,1,16.55,7,14,167.37,1,0.1,13,9,8,24,10.11,0.3,N
2,1,5,0.5,548.26,0.17,30.46,1,15.23,5,8,91.38,0,0.06,9,6,5,15,6.0,0.4,N
6,5,23,1.0,31677.57,0.03,1759.86,1,33.65,19,18,1032.45,2,0.05,75,22,42,119,30.68,0.12,N
2,2,7,0.5,1910.42,0.1,106.13,1,18.36,7,12,187.3,2,0.05,17,10,10,25,10.2,0.15,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
4,2,15,0.25,4283.4,0.07,237.97,0,18.36,13,12,280.46,1,0.05,28,11,14,34,15.27,0.22,N
5,2,19,0.2,7847.8,0.06,435.99,0,27.16,16,17,461.64,2,0.06,36,18,18,54,17.0,0.22,N
8,6,35,0.13,50271.95,0.02,2792.89,0,29.04,29,22,1208.21,3,0.05,87,23,46,133,41.61,0.15,N
5,1,17,0.2,6585.38,0.05,365.85,0,19.42,14,13,357.58,0,0.08,34,12,15,43,18.42,0.23,N
5,1,16,0.2,1909.77,0.1,106.1,0,19.81,13,12,194.51,2,0.1,18,11,10,25,9.82,0.45,N
1,1,1,1.0,5138.91,0.04,285.49,0,6.55,2,4,183.53,0,0.03,28,2,15,43,28.0,0.07,N
7,1,29,0.14,64763.93,0.02,3598.0,0,26.82,24,23,1318.04,1,0.08,94,22,32,146,49.14,0.19,N
11,3,47,0.09,27807.82,0.04,1544.88,0,45.21,38,16,1121.28,5,0.09,93,30,34,110,24.8,0.27,N
7,6,29,0.14,89390.87,0.07,4966.16,0,436.67,24,24,6247.75,8,0.08,31,26,24,1076,14.31,0.23,N
2,1,6,0.5,318.91,0.17,17.72,2,8.86,6,6,53.15,0,0.09,8,4,5,8,6.0,0.4,N
2,1,6,0.5,129.56,0.33,7.2,2,14.4,6,6,43.19,0,0.11,4,4,5,9,3.0,0.4,N
1,1,1,1.0,150.0,0.24,8.33,1,8.64,2,5,36.0,0,0.03,5,3,4,7,4.17,0.2,N
1,1,2,1.0,139.48,0.25,7.75,0,8.72,3,6,34.87,1,0.03,4,3,4,7,4.0,0.25,N
1,1,1,1.0,1350.34,0.11,75.02,1,15.5,2,8,144.68,0,0.03,14,6,12,24,9.33,0.08,N
9,7,33,0.44,9996.98,0.04,555.39,2,18.28,26,16,427.5,4,0.2,38,13,18,50,23.38,0.43,N
7,6,32,0.86,9851.11,0.05,547.28,1,25.42,27,15,500.37,5,0.33,42,16,17,59,19.69,0.41,N
4,4,16,0.25,4186.77,0.08,232.6,1,24.43,14,9,319.82,2,0.31,32,11,11,42,13.09,0.36,N
5,4,21,0.6,5709.41,0.06,317.19,2,17.98,18,14,320.43,5,0.33,28,11,11,41,17.82,0.45,N
6,4,19,1.0,6093.85,0.07,338.55,2,27.33,15,14,408.07,3,0.22,32,15,23,52,14.93,0.25,N
1,1,1,1.0,2520.95,0.11,140.05,3,33.1,2,8,288.86,0,0.05,24,11,15,44,8.73,0.07,N
1,1,1,1.0,2722.13,0.1,151.23,3,29.54,2,8,283.55,0,0.05,24,10,15,44,9.6,0.07,N
1,1,1,1.0,1448.49,0.12,80.47,1,20.35,2,9,171.67,0,0.08,15,8,10,27,8.44,0.1,N
2,1,5,0.5,3576.44,0.09,198.69,2,27.24,5,11,312.13,0,0.11,25,12,16,44,11.46,0.13,N
1,1,1,1.0,2882.46,0.11,160.14,3,32.8,2,9,307.46,0,0.06,25,12,15,45,9.38,0.07,N
2,1,5,0.5,4542.69,0.08,252.37,3,32.7,5,11,385.44,0,0.1,30,14,18,53,11.79,0.11,N
3,3,10,0.33,1274.38,0.12,70.8,3,18.35,9,10,152.93,3,0.2,15,9,12,21,8.33,0.25,N
3,3,10,0.33,1274.38,0.12,70.8,3,18.35,9,10,152.93,3,0.21,15,9,11,21,8.33,0.27,N
4,4,23,0.25,9000.18,0.06,500.01,0,36.67,21,14,574.48,4,0.19,47,21,14,65,15.67,0.29,N
6,1,23,1.0,14874.09,0.04,826.34,1,21.82,19,17,569.73,0,0.24,43,14,23,72,26.11,0.26,N
6,2,21,0.17,9246.17,0.05,513.67,2,24.08,17,19,471.89,1,0.14,33,16,36,59,19.59,0.17,N
5,5,14,0.2,8344.02,0.06,463.56,1,27.52,11,16,479.22,4,0.11,37,17,34,58,17.41,0.15,N
5,5,16,0.2,9587.04,0.06,532.61,1,30.33,13,16,539.27,4,0.1,40,18,36,66,17.78,0.14,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.11,6,6,4,9,3.5,0.2,N
1,1,1,1.0,434.27,0.13,24.13,0,6.79,2,4,54.28,0,0.13,8,2,5,13,8.0,0.2,N
1,1,2,1.0,4212.0,0.07,234.0,0,23.11,3,8,312.0,1,0.04,27,8,14,51,13.5,0.07,N
25,25,74,0.32,96014.07,0.02,5334.11,1,53.9,51,35,2274.9,19,0.17,123,51,116,231,42.21,0.21,N
6,6,23,0.17,10767.58,0.06,598.2,1,41.94,19,15,672.02,4,0.1,47,22,43,82,16.02,0.13,N
3,3,13,0.33,14581.44,0.07,810.08,0,76.14,12,13,1053.67,5,0.06,66,31,34,127,13.84,0.08,N
11,8,35,0.45,11414.37,0.06,634.13,0,45.92,26,22,723.96,8,0.15,43,30,38,84,15.77,0.23,N
2,2,7,0.5,8091.46,0.06,449.53,1,28.0,7,15,475.97,1,0.06,34,15,21,63,17.0,0.1,N
6,4,23,0.17,34462.66,0.03,1914.59,1,35.29,19,20,1102.81,2,0.06,75,24,48,127,31.25,0.12,N
8,2,36,0.5,60280.38,0.02,3348.91,1,25.84,30,23,1248.04,3,0.06,84,20,63,146,48.3,0.12,N
7,6,26,0.14,19184.09,0.04,1065.78,1,28.14,21,20,734.71,3,0.07,47,18,52,93,26.11,0.13,N
4,4,17,0.25,6911.1,0.07,383.95,1,30.72,15,15,460.74,4,0.08,32,16,31,61,15.0,0.13,N
2,1,6,0.5,694.29,0.16,38.57,2,16.8,6,9,108.0,0,0.14,10,7,11,17,6.43,0.18,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.13,6,6,6,9,3.5,0.17,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.13,6,6,6,9,3.5,0.17,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.13,6,6,6,9,3.5,0.17,N
1,1,2,1.0,163.12,0.29,9.06,0,13.32,3,7,46.6,1,0.14,5,5,5,8,3.5,0.2,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.13,6,6,6,9,3.5,0.17,N
1,1,2,1.0,163.12,0.29,9.06,0,13.32,3,7,46.6,1,0.14,5,5,5,8,3.5,0.2,N
1,1,2,1.0,226.54,0.29,12.59,1,18.49,3,7,64.73,1,0.13,7,7,6,10,3.5,0.17,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.14,6,6,5,9,3.5,0.2,N
16,9,59,0.5,72190.59,0.03,4010.59,2,50.7,45,21,1913.13,6,0.1,115,32,95,219,37.73,0.16,N
4,2,15,0.25,5329.58,0.07,296.09,1,24.57,13,12,361.88,2,0.09,27,11,26,53,14.73,0.15,N
11,5,40,0.45,68900.96,0.02,3827.83,1,38.68,31,24,1632.46,3,0.09,102,29,68,183,42.21,0.15,N
8,2,36,0.5,66858.35,0.02,3714.35,1,25.26,30,23,1299.55,3,0.07,85,19,63,156,51.45,0.12,N
5,5,22,0.2,14460.86,0.05,803.38,1,34.17,19,18,702.96,5,0.06,48,21,37,85,20.57,0.12,N
1,1,2,1.0,163.12,0.29,9.06,0,13.32,3,7,46.6,1,0.13,5,5,5,8,3.5,0.2,N
1,1,1,1.0,1049.88,0.14,58.33,0,20.25,2,4,145.82,0,0.08,18,5,10,28,7.2,0.1,N
38,15,126,0.84,193623.35,0.02,10756.85,1,57.76,90,27,3344.1,12,0.15,193,45,143,349,57.9,0.26,N
31,13,108,0.74,168831.0,0.02,9379.5,1,49.33,79,26,2886.0,12,0.14,171,38,127,310,58.5,0.24,N
2,1,6,0.5,888.11,0.1,49.34,2,9.64,6,8,92.51,0,0.14,12,5,8,13,9.6,0.25,N
20,6,94,0.25,118581.28,0.02,6587.85,3,58.73,76,22,2638.88,4,0.08,192,47,140,240,44.94,0.14,N
2,2,7,0.5,2426.89,0.11,134.83,0,31.34,7,12,275.78,3,0.07,22,15,15,36,8.8,0.13,N
1,1,3,1.0,335.05,0.25,18.61,0,20.94,4,7,83.76,2,0.04,8,7,7,14,4.0,0.13,N
1,1,1,1.0,95.1,0.33,5.28,1,10.57,2,6,31.7,0,0.14,3,3,4,7,3.0,0.25,N
1,1,1,1.0,4477.73,0.04,248.76,0,5.92,2,5,162.83,0,0.06,22,2,12,36,27.5,0.08,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
8,5,31,0.38,19007.4,0.03,1055.97,2,20.6,25,18,625.76,4,0.36,54,16,17,69,30.38,0.47,N
10,9,42,0.1,16802.56,0.03,933.48,3,19.68,34,17,575.06,3,0.4,55,16,23,59,29.22,0.43,N
8,2,26,0.88,6826.47,0.05,379.25,1,15.48,20,15,325.07,1,0.62,28,10,11,42,21.0,0.73,N
5,1,17,0.6,2214.71,0.06,123.04,2,8.93,14,9,140.62,0,0.42,14,4,9,24,15.75,0.56,N
4,1,13,1.0,1032.47,0.08,57.36,2,7.17,11,9,86.04,0,0.44,8,3,5,16,12.0,0.8,N
5,1,18,1.0,2213.6,0.07,122.98,2,9.46,15,9,144.68,0,0.38,17,5,11,21,15.3,0.45,N
4,2,14,1.0,865.9,0.11,48.11,1,10.69,12,9,96.21,1,0.5,8,4,6,18,9.0,0.67,N
2,2,8,0.5,527.43,0.15,29.3,2,11.58,8,9,78.14,2,0.29,9,6,5,11,6.75,0.4,N
3,1,10,0.33,903.41,0.08,50.19,1,6.27,9,9,75.28,0,0.33,8,3,6,13,12.0,0.5,N
6,3,23,0.5,5733.65,0.04,318.54,2,9.17,19,12,229.35,1,0.5,25,6,9,30,25.0,0.67,N
6,1,19,0.83,3374.61,0.05,187.48,3,9.15,15,12,175.76,0,0.46,16,5,10,27,19.2,0.6,N
8,1,25,0.88,6884.83,0.04,382.49,3,9.44,19,15,254.99,0,0.57,18,5,10,41,27.0,0.8,N
5,1,14,1.0,2942.97,0.06,163.5,3,9.08,11,12,163.5,0,0.42,15,5,9,25,18.0,0.56,N
7,5,25,0.86,5419.98,0.04,301.11,1,7.1,20,13,196.2,1,0.5,17,4,11,31,27.62,0.64,N
19,3,62,0.89,60821.24,0.02,3378.96,2,25.72,45,21,1250.65,3,0.61,88,19,26,147,48.63,0.73,N
3,2,10,1.0,837.62,0.1,46.53,2,8.38,9,10,83.76,1,0.33,8,4,6,14,10.0,0.5,N
4,2,14,1.0,2656.24,0.05,147.57,2,8.02,12,13,145.95,1,0.4,14,5,6,21,18.2,0.67,N
5,1,22,0.2,7994.02,0.04,444.11,1,11.83,19,13,307.46,1,0.25,32,8,18,38,26.0,0.28,N
5,1,18,1.0,2590.27,0.06,143.9,2,8.96,15,10,152.37,0,0.38,17,5,11,22,17.0,0.45,N
4,1,15,0.25,3176.62,0.07,176.48,2,14.12,13,12,211.77,2,0.27,20,8,11,29,15.0,0.36,N
3,2,11,0.33,840.64,0.07,46.7,1,4.61,10,9,62.27,1,0.5,6,2,5,12,13.5,0.6,N
3,2,11,0.33,840.64,0.07,46.7,1,4.61,10,9,62.27,1,0.5,6,2,5,12,13.5,0.6,N
3,2,10,1.0,2104.23,0.06,116.9,1,8.65,9,12,134.89,1,0.3,13,5,8,20,15.6,0.38,N
7,3,32,0.57,12744.97,0.05,708.05,2,31.12,27,17,629.75,4,0.32,50,21,20,70,20.24,0.35,N
43,27,232,0.42,351950.71,0.02,19552.82,2,102.58,191,26,6008.58,7,0.29,392,87,136,489,58.57,0.31,N
3,3,12,0.33,2329.28,0.09,129.4,0,17.11,11,10,199.65,2,0.21,21,9,11,26,11.67,0.27,N
1,1,2,1.0,139.48,0.25,7.75,0,8.72,3,6,34.87,1,0.1,4,3,3,7,4.0,0.33,N
1,1,2,1.0,139.48,0.25,7.75,0,8.72,3,6,34.87,1,0.1,4,3,3,7,4.0,0.33,N
1,1,2,1.0,139.48,0.25,7.75,0,8.72,3,6,34.87,1,0.1,4,3,3,7,4.0,0.33,N
1,1,2,1.0,139.48,0.25,7.75,0,8.72,3,6,34.87,1,0.1,4,3,3,7,4.0,0.33,N
1,1,2,1.0,139.48,0.25,7.75,0,8.72,3,6,34.87,1,0.1,4,3,3,7,4.0,0.33,N
1,1,10,1.0,1689.97,0.16,93.89,0,41.04,11,7,263.37,3,0.04,22,12,14,40,6.42,0.07,N
1,1,10,1.0,1689.97,0.16,93.89,0,41.04,11,7,263.37,3,0.04,22,12,14,40,6.42,0.07,N
1,1,10,1.0,1689.97,0.16,93.89,0,41.04,11,7,263.37,3,0.04,22,12,14,40,6.42,0.07,N
1,1,10,1.0,1689.97,0.16,93.89,0,41.04,11,7,263.37,3,0.04,22,12,14,40,6.42,0.07,N
1,1,10,1.0,1689.97,0.16,93.89,0,41.04,11,7,263.37,3,0.04,22,12,14,40,6.42,0.07,N
10,1,39,0.5,30263.95,0.03,1681.33,2,26.57,31,15,896.71,0,0.07,72,16,63,109,33.75,0.14,N
5,1,15,0.8,13664.81,0.03,759.16,3,15.44,12,14,459.32,0,0.1,34,8,23,69,29.75,0.21,N
1,1,2,1.0,456.88,0.2,25.38,1,18.28,3,7,91.38,1,0.08,10,7,7,14,5.0,0.14,N
1,1,2,1.0,194.27,0.29,10.79,1,15.86,3,7,55.51,1,0.13,6,6,5,9,3.5,0.2,N
6,5,23,0.17,14527.86,0.04,807.1,1,25.22,19,18,605.33,2,0.13,40,15,25,80,24.0,0.21,N
5,5,15,0.2,7152.72,0.07,397.37,1,38.39,12,14,524.01,6,0.12,39,20,31,64,13.65,0.16,N
2,1,8,0.5,5796.41,0.08,322.02,0,38.22,8,12,470.65,3,0.05,39,19,16,56,12.32,0.09,N
19,14,69,0.26,103078.67,0.03,5726.59,0,72.82,52,30,2739.78,13,0.12,153,61,110,268,37.62,0.15,N
5,5,19,0.2,5260.7,0.09,292.26,0,46.18,16,15,492.89,6,0.09,37,26,29,55,10.67,0.17,N
2,2,8,0.5,2493.57,0.11,138.53,0,30.11,8,13,274.02,2,0.07,21,15,14,36,9.1,0.14,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,5,1.0,265.03,0.31,14.72,0,25.65,6,5,82.45,4,0.05,9,7,6,14,3.21,0.11,N
3,2,20,0.33,12234.56,0.05,679.7,1,33.43,19,16,639.53,4,0.03,55,23,25,66,19.13,0.1,N
2,1,7,0.5,2382.41,0.08,132.36,1,16.16,7,10,196.2,2,0.04,17,7,14,31,12.14,0.14,N
1,1,5,1.0,444.05,0.23,24.67,1,24.18,6,6,103.61,4,0.06,10,7,6,18,4.29,0.13,N
3,2,20,0.33,8994.33,0.06,499.69,0,27.85,19,13,500.5,4,0.05,47,17,25,55,17.97,0.1,N
3,2,18,0.33,8828.3,0.05,490.46,0,22.15,17,13,442.2,2,0.05,43,14,24,50,19.96,0.11,N
2,1,5,0.5,3338.16,0.08,185.45,1,18.78,5,12,250.36,0,0.04,20,9,11,37,13.33,0.18,N
8,5,29,0.63,9611.44,0.05,533.97,3,25.48,23,18,494.9,2,0.4,41,19,17,54,19.42,0.47,N
7,3,25,0.14,10748.84,0.05,597.16,3,22.0,20,20,486.26,2,0.39,42,19,15,50,22.11,0.47,N
7,4,27,0.14,10799.55,0.05,599.98,3,22.92,22,18,497.54,3,0.3,41,17,20,56,21.71,0.35,N
4,2,15,0.75,2492.55,0.08,138.48,7,17.85,13,13,210.91,2,0.14,20,11,17,26,11.82,0.24,N
5,5,12,0.2,2517.23,0.11,139.85,4,27.89,9,15,264.97,1,0.25,19,15,19,35,9.5,0.26,N
5,5,12,0.2,2670.15,0.1,148.34,4,25.77,9,15,262.33,1,0.25,19,14,19,35,10.18,0.26,N
4,3,16,0.25,2080.0,0.09,115.56,0,17.72,14,10,192.0,2,0.24,13,6,8,35,10.83,0.5,N
16,15,76,0.06,32042.61,0.03,1780.14,0,35.6,62,12,1068.09,7,0.3,65,13,33,165,30.0,0.48,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.21,9,6,6,25,7.5,0.5,N
3,3,10,1.0,574.49,0.15,31.92,0,12.61,9,9,85.11,2,0.6,6,4,3,17,6.75,1.0,N
3,3,13,0.33,1020.0,0.13,56.67,0,18.13,12,8,136.0,3,0.18,15,8,10,19,7.5,0.3,N
1,1,4,1.0,271.02,0.24,15.06,0,15.36,5,7,64.53,3,0.13,6,5,6,12,4.2,0.17,N
1,1,2,1.0,39.3,0.5,2.18,0,9.83,3,4,19.65,1,0.17,3,3,2,4,2.0,0.5,N
1,1,4,1.0,116.27,0.4,6.46,1,18.6,5,5,46.51,3,0.17,5,5,4,9,2.5,0.25,N
1,1,2,1.0,17.41,0.67,0.97,0,7.74,3,3,11.61,1,0.17,2,2,2,3,1.5,0.5,N
3,2,9,1.0,2220.96,0.1,123.39,0,20.14,8,14,211.52,2,0.19,18,12,13,27,10.5,0.23,N
3,1,8,1.0,1484.6,0.09,82.48,0,13.31,7,13,140.55,0,0.25,13,8,10,19,10.56,0.3,N
3,1,8,1.0,1673.96,0.09,93.0,0,12.94,7,14,147.16,0,0.23,13,8,10,20,11.38,0.3,N
5,3,21,0.6,8553.83,0.05,475.21,0,24.91,18,18,461.64,3,0.14,35,17,23,55,18.53,0.19,N
6,3,21,0.5,7766.26,0.05,431.46,0,18.85,17,21,382.57,3,0.24,29,15,21,45,20.3,0.29,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,5,1.0,306.56,0.33,17.03,1,34.06,6,6,102.19,4,0.14,11,11,5,14,3.0,0.2,N
2,1,6,0.5,116.27,0.29,6.46,0,9.49,6,7,33.22,1,0.5,3,3,2,7,3.5,1.0,N
1,1,1,1.0,82.35,0.38,4.57,0,11.58,2,4,30.88,0,0.2,4,3,3,7,2.67,0.33,N
6,4,18,0.83,2393.0,0.07,132.94,1,12.07,14,13,169.92,2,0.46,13,6,9,27,14.08,0.6,N
1,1,3,1.0,456.88,0.2,25.38,1,18.28,4,7,91.38,2,0.14,10,7,5,14,5.0,0.2,N
1,1,2,1.0,87.17,0.4,4.84,1,13.95,3,5,34.87,1,0.14,4,4,4,7,2.5,0.25,N
2,1,6,0.5,216.0,0.17,12.0,1,6.0,6,6,36.0,0,0.29,4,2,5,8,6.0,0.4,N
