BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,Defective
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
7,7,13,1,8,4,0.25,4,2.0,4,1.0,19,1,0,3,1,20.03,8.57,1471.49,0.06,N
9,7,20,3,12,5,0.2,6,2.0,5,1.0,22,1,0,5,0,33.65,8.75,2576.12,0.1,N
21,3,22,13,40,11,0.46,20,2.0,11,1.0,43,1,0,2,2,102.3,4.13,1740.72,0.14,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
7,9,11,5,12,4,0.33,6,2.0,4,1.0,22,1,0,1,2,30.16,11.0,3648.78,0.11,N
5,3,8,3,8,3,0.33,4,2.0,3,1.0,11,1,0,1,1,16.47,10.67,1874.06,0.06,N
3,4,12,8,4,2,0.15,2,2.0,1,0.5,9,1,0,1,4,24.76,15.0,5570.02,0.12,Y
3,1,4,2,4,2,0.4,2,2.0,1,0.5,7,1,0,1,2,10.8,13.33,1920.0,0.05,N
3,1,4,2,4,2,0.4,2,2.0,1,0.5,8,1,0,1,1,12.68,11.25,1604.52,0.05,N
5,3,11,5,8,3,0.23,4,2.0,2,0.67,16,1,0,2,0,31.06,13.76,5884.44,0.14,N
9,3,32,4,16,5,0.14,8,2.0,3,0.6,26,3,0,4,0,55.58,30.67,52269.23,0.57,N
3,1,4,2,4,2,0.4,2,2.0,1,0.5,8,1,0,1,1,12.68,11.25,1604.52,0.05,N
3,12,9,4,4,2,0.17,2,2.0,2,1.0,20,1,0,3,2,33.8,9.0,2738.04,0.1,N
5,1,3,0,6,3,0.75,2,3.0,2,0.67,7,3,1,1,1,11.4,6.67,506.67,0.03,N
3,2,5,0,4,2,0.33,2,2.0,2,1.0,7,1,0,1,1,8.0,15.0,1800.0,0.04,N
10,14,22,0,12,6,0.22,6,2.0,6,1.0,35,1,0,5,2,28.73,23.21,15477.01,0.22,N
3,2,5,0,4,2,0.33,2,2.0,2,1.0,7,1,0,1,1,13.18,4.2,232.47,0.02,N
5,1,3,0,6,3,0.75,2,3.0,2,0.67,7,3,1,1,1,11.4,6.67,506.67,0.03,N
5,2,4,0,8,3,0.6,4,2.0,2,0.67,12,1,0,1,1,11.97,7.86,738.66,0.03,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,6.04,5.25,166.42,0.01,N
3,2,4,0,4,2,0.29,2,2.0,2,1.0,7,1,0,3,1,7.35,8.0,470.48,0.02,N
3,2,2,0,4,2,0.5,2,2.0,2,1.0,6,1,0,2,1,7.83,4.67,170.53,0.01,N
11,8,16,2,18,6,0.35,8,2.25,6,1.0,29,4,0,1,1,27.77,17.65,8647.06,0.16,N
7,6,13,0,12,4,0.24,6,2.0,3,0.75,22,1,0,4,1,19.75,11.45,2590.77,0.08,N
21,9,21,0,32,11,0.44,12,2.67,7,0.64,44,7,0,4,2,26.35,22.37,13183.31,0.2,N
3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,3,12.5,7.5,703.24,0.03,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,8,1,0,2,1,14.88,5.25,410.22,0.03,N
3,5,6,0,4,2,0.22,2,2.0,2,1.0,12,1,0,3,3,14.94,10.13,1531.27,0.05,N
9,3,10,0,12,5,0.42,4,3.0,3,0.6,16,5,1,2,2,17.53,13.85,3361.23,0.08,N
3,1,6,0,4,2,0.29,2,2.0,2,1.0,6,1,0,1,1,13.54,7.5,761.84,0.03,N
5,3,7,0,6,3,0.38,2,3.0,3,1.0,9,3,1,1,2,16.4,9.1,1358.43,0.05,N
3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,3,13.14,6.67,583.79,0.03,N
5,3,9,0,8,3,0.27,4,2.0,3,1.0,12,1,0,2,1,15.51,9.75,1474.86,0.05,N
3,5,6,0,4,2,0.22,2,2.0,2,1.0,12,1,0,3,3,14.94,10.13,1531.27,0.05,N
7,4,10,0,10,4,0.33,4,2.5,4,1.0,15,4,1,2,2,17.63,12.0,2538.28,0.07,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,3,24.0,5.83,816.67,0.05,N
7,4,9,0,10,4,0.36,4,2.5,4,1.0,17,3,0,2,2,19.24,10.2,2001.39,0.07,N
5,7,8,0,8,3,0.27,4,2.0,3,1.0,20,1,0,3,5,29.93,9.54,2723.24,0.1,N
9,5,10,0,12,5,0.42,4,3.0,5,1.0,19,5,1,2,3,20.85,12.0,3003.02,0.08,N
3,2,6,0,4,2,0.29,2,2.0,2,1.0,6,1,0,1,1,11.82,7.2,612.79,0.03,N
9,3,9,0,12,5,0.5,4,3.0,4,0.8,15,5,1,1,2,20.03,13.36,3573.39,0.09,N
3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,3,13.14,6.67,583.79,0.03,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,8,1,0,2,1,14.88,5.25,410.22,0.03,N
3,5,6,0,4,2,0.22,2,2.0,2,1.0,12,1,0,3,3,14.94,10.13,1531.27,0.05,N
7,4,10,0,10,4,0.33,4,2.5,4,1.0,15,4,1,2,2,17.63,12.0,2538.28,0.07,N
3,0,2,0,4,2,0.67,2,2.0,1,0.5,5,1,0,1,0,3.48,4.0,55.73,0.0,N
3,3,8,1,4,2,0.18,2,2.0,2,1.0,6,1,0,3,3,16.37,6.87,774.04,0.04,N
5,1,7,1,8,3,0.3,4,2.0,2,0.67,11,1,0,3,1,12.0,8.33,833.33,0.03,N
7,1,9,1,12,4,0.33,6,2.0,2,0.5,15,4,1,3,2,14.31,10.0,1430.61,0.05,N
7,1,9,1,12,4,0.33,6,2.0,2,0.5,15,4,1,3,2,14.31,10.0,1430.61,0.05,N
7,5,10,2,12,4,0.31,6,2.0,3,0.75,19,4,1,3,2,24.04,11.0,2908.45,0.09,N
7,1,8,1,12,4,0.36,6,2.0,2,0.5,15,1,0,3,3,15.73,8.75,1204.07,0.05,N
5,2,3,0,8,3,0.75,4,2.0,3,1.0,11,1,0,1,0,7.78,11.25,985.15,0.03,N
5,2,3,0,8,3,0.75,4,2.0,3,1.0,11,1,0,1,0,7.03,16.5,1914.0,0.04,N
3,2,6,0,4,2,0.29,2,2.0,2,1.0,6,1,0,1,1,11.82,7.2,612.79,0.03,N
5,3,7,0,6,3,0.38,2,3.0,3,1.0,9,3,1,1,2,16.4,9.1,1358.43,0.05,N
3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,3,13.14,6.67,583.79,0.03,N
5,4,9,0,8,3,0.27,4,2.0,3,1.0,12,1,0,2,1,15.89,9.63,1471.91,0.05,N
3,5,6,0,4,2,0.22,2,2.0,2,1.0,12,1,0,3,3,14.94,10.13,1531.27,0.05,N
7,4,10,0,10,4,0.33,4,2.5,4,1.0,15,4,1,2,2,17.63,12.0,2538.28,0.07,N
21,8,29,5,36,11,0.35,16,2.25,11,1.0,54,9,0,2,4,40.72,23.68,22836.03,0.32,N
13,7,24,0,24,7,0.24,12,2.0,5,0.71,39,1,0,5,1,24.63,19.13,9016.09,0.16,N
25,10,36,0,44,13,0.32,20,2.2,11,0.85,62,12,0,5,2,33.96,29.93,30428.36,0.34,N
13,9,18,2,22,7,0.33,10,2.2,6,0.86,35,6,0,3,2,29.39,16.32,7840.0,0.16,N
5,2,7,0,8,3,0.33,4,2.0,3,1.0,12,3,1,2,3,12.84,12.5,2005.92,0.05,N
3,2,6,0,4,2,0.29,2,2.0,2,1.0,6,1,0,1,1,11.82,7.2,612.79,0.03,N
9,3,9,0,12,5,0.5,4,3.0,4,0.8,15,5,1,1,2,20.69,12.57,3269.39,0.09,N
3,3,2,0,4,2,0.67,2,2.0,2,1.0,9,1,0,1,3,13.14,6.67,583.79,0.03,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,8,1,0,2,1,14.88,5.25,410.22,0.03,N
3,5,6,0,4,2,0.22,2,2.0,2,1.0,12,1,0,3,3,14.94,10.13,1531.27,0.05,N
7,4,10,0,10,4,0.33,4,2.5,4,1.0,15,4,1,2,2,17.63,12.0,2538.28,0.07,N
5,2,9,2,4,3,0.23,2,2.0,3,1.0,10,1,0,4,2,12.06,6.75,549.52,0.03,N
3,2,0,0,6,2,1.0,2,3.0,2,1.0,6,1,0,0,2,11.23,8.0,718.87,0.03,N
3,4,5,2,4,2,0.29,2,2.0,2,1.0,8,1,0,2,11,34.97,4.78,799.32,0.06,N
18,13,43,22,24,10,0.2,10,2.4,6,0.6,51,5,0,6,3,27.03,40.02,43298.39,0.36,N
3,2,0,0,6,2,1.0,2,3.0,2,1.0,6,1,0,0,2,11.23,8.0,718.87,0.03,N
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,N
7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,4,17.92,22.0,8672.47,0.13,N
11,10,18,0,18,6,0.27,8,2.25,6,1.0,27,6,1,4,6,21.7,25.8,14446.14,0.19,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
11,6,16,0,20,6,0.32,10,2.0,6,1.0,24,4,0,3,4,18.13,23.33,9871.1,0.14,N
3,4,5,1,4,2,0.25,2,2.0,2,1.0,8,1,0,3,2,14.88,8.13,982.54,0.04,N
11,10,18,0,18,6,0.27,8,2.25,6,1.0,27,6,1,4,6,21.7,25.8,14446.14,0.19,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
15,10,21,0,22,8,0.32,8,2.75,8,1.0,33,8,1,4,8,27.6,25.11,17394.36,0.23,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,11.29,9.0,914.21,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,11.29,9.0,914.21,0.03,N
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,N
7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,4,17.92,22.0,8672.47,0.13,N
11,10,18,0,18,6,0.27,8,2.25,6,1.0,27,6,1,4,6,21.7,25.8,14446.14,0.19,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,3,20.23,19.69,7844.52,0.13,N
7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,5,19.5,20.92,8538.09,0.14,N
3,2,3,0,4,2,0.4,2,2.0,2,1.0,6,1,0,2,1,8.71,7.0,426.61,0.02,N
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,N
7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,4,17.92,22.0,8672.47,0.13,N
11,10,18,0,18,6,0.27,8,2.25,6,1.0,27,6,1,4,6,21.7,25.8,14446.14,0.19,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,N
7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,4,17.92,22.0,8672.47,0.13,N
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,N
7,8,15,0,12,4,0.21,6,2.0,4,1.0,20,4,1,4,4,17.92,22.0,8672.47,0.13,N
11,10,18,0,18,6,0.27,8,2.25,6,1.0,27,6,1,4,6,21.7,25.8,14446.14,0.19,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,9.87,6.75,449.6,0.02,N
19,4,33,17,28,10,0.26,10,2.8,6,0.6,36,8,0,6,4,21.41,44.0,41453.41,0.31,Y
13,4,32,16,24,7,0.18,12,2.0,5,0.71,35,1,0,7,2,27.11,34.89,33013.78,0.32,N
13,4,35,9,20,7,0.18,8,2.5,3,0.43,33,4,0,5,0,45.27,24.03,26152.92,0.36,N
9,4,42,2,16,5,0.11,8,2.0,3,0.6,31,1,0,4,0,77.05,18.6,26664.97,0.48,N
5,7,11,0,8,3,0.2,4,2.0,3,1.0,14,3,1,4,2,13.48,16.67,3744.39,0.07,N
5,2,18,2,8,3,0.14,4,2.0,2,0.67,15,1,0,4,3,35.62,10.67,4053.11,0.13,N
9,1,16,0,16,5,0.26,8,2.0,2,0.4,18,1,0,3,1,16.91,18.7,5913.82,0.11,N
5,2,14,3,8,3,0.19,4,2.0,3,1.0,13,1,0,2,1,27.34,12.0,3937.05,0.11,N
5,5,8,0,6,3,0.33,2,3.0,3,1.0,11,3,1,1,2,19.9,8.18,1332.39,0.05,N
15,5,49,15,28,8,0.15,14,2.0,1,0.13,49,1,0,6,5,49.75,43.0,91978.75,0.71,N
9,6,17,4,12,5,0.24,6,2.0,5,1.0,24,1,0,4,0,30.33,11.0,3670.35,0.11,N
5,6,7,6,8,3,0.38,4,2.0,3,1.0,13,1,0,1,2,20.73,8.73,1579.13,0.06,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
9,1,16,0,16,5,0.26,8,2.0,2,0.4,18,1,0,3,1,16.91,18.7,5913.82,0.11,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
15,3,11,3,28,8,0.67,14,2.0,5,0.63,35,1,0,1,0,15.21,17.36,4582.29,0.09,N
34,16,41,17,60,18,0.38,30,2.0,18,1.0,90,1,0,6,0,25.36,43.56,48124.47,0.37,N
104,42,265,43,166,54,0.17,78,2.13,42,0.78,265,23,0,51,0,113.79,56.83,367534.33,2.16,Y
39,18,129,73,74,20,0.14,36,2.06,16,0.8,120,10,0,17,2,93.49,45.59,194350.1,1.42,N
77,63,204,72,148,39,0.18,74,2.0,39,1.0,250,1,0,12,2,286.79,27.72,220367.27,2.65,N
11,9,28,12,20,6,0.18,10,2.0,6,1.0,35,6,1,5,0,35.31,16.4,9496.12,0.19,N
5,1,4,0,8,3,0.5,4,2.0,2,0.67,9,1,0,2,1,8.54,5.83,290.67,0.02,N
3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,N
5,2,3,0,6,3,0.6,2,3.0,2,0.67,9,1,0,2,2,18.2,5.5,550.43,0.03,N
3,1,3,0,4,2,0.4,2,2.0,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,N
3,2,5,0,4,2,0.25,2,2.0,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,N
5,0,1,0,6,3,1.5,2,3.0,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,N
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,9.49,3.5,116.27,0.01,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,0,9.49,3.5,116.27,0.01,N
3,1,3,4,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.4,5.83,251.91,0.01,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
3,4,17,29,4,2,0.11,2,2.0,2,1.0,10,1,0,2,1,26.89,21.18,12056.83,0.19,N
15,5,41,22,28,8,0.18,14,2.0,5,0.63,35,1,0,3,6,27.62,33.0,30072.95,0.3,N
3,1,22,9,4,2,0.09,2,2.0,2,1.0,9,1,0,1,3,25.14,20.43,10490.64,0.17,N
5,1,9,10,6,3,0.25,2,3.0,2,0.67,9,3,1,3,3,15.53,18.9,5545.97,0.1,N
18,6,57,13,24,11,0.17,12,2.0,5,0.45,47,3,0,7,0,39.35,56.37,125041.65,0.74,N
3,2,7,2,4,2,0.22,2,2.0,2,1.0,9,1,0,2,0,27.05,6.92,1296.67,0.06,N
24,3,61,6,36,14,0.2,18,2.0,3,0.21,66,3,0,9,0,43.29,63.72,175762.32,0.92,N
7,7,21,6,12,4,0.17,6,2.0,3,0.75,23,1,0,3,2,37.17,15.89,9387.53,0.2,Y
3,5,8,4,4,2,0.2,2,2.0,2,1.0,12,1,0,2,2,18.51,5.83,630.0,0.04,N
3,2,9,1,4,2,0.18,2,2.0,2,1.0,10,1,0,2,0,22.01,10.0,2200.78,0.07,N
3,5,11,7,4,2,0.15,2,2.0,2,1.0,12,1,0,2,2,17.14,7.0,840.0,0.04,N
5,1,10,1,8,3,0.25,4,2.0,1,0.33,14,1,0,2,0,23.11,17.08,6740.74,0.13,N
